"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2026年06月19日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101","","A2301","","B1101","","B1106","","C120110","","C210715","","C3101","","C3107","","C3401","","D2201","","H6133","","I5101","","#A03506","","#A05101","","#F01201","","#I0910103",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A2301_住民基本台帳人口（総数）【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","B1106_森林面積【ｈａ】","注釈","C120110_課税対象所得【千円】","注釈","C210715_事業所数（小売業）【所】","注釈","C3101_農業産出額【百万円】","注釈","C3107_耕地面積【ｈａ】","注釈","C3401_製造品出荷額等【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","H6133_百貨店、総合スーパー数【事業所】","注釈","I5101_病院数【施設】","注釈","#A03506_65歳以上人口割合【％】","注釈","#A05101_人口増減率【％】","注釈","#F01201_第1次産業就業者比率【％】","注釈","#I0910103_一般病院数（人口10万人当たり）【施設】","注釈"
"1988100000","1988年度","43211","熊本県 宇土市","","***","","***","","7,406","","***","","22,185,632","","***","","6,618","","2,660","","75,624","","0.39","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43212","熊本県 上天草市","","***","","***","","12,576","","***","","20,592,032","","***","","3,756","","2,156","","17,893","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43213","熊本県 宇城市","","***","","***","","18,845","","***","","40,756,017","","***","","22,056","","7,616","","60,085","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43214","熊本県 阿蘇市","","***","","***","","37,625","","***","","19,277,769","","***","","13,920","","10,130","","36,148","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43215","熊本県 天草市","","***","","***","","68,186","","***","","63,979,505","","***","","16,222","","9,583","","34,529","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43216","熊本県 合志市","","***","","***","","5,317","","***","","33,061,121","","***","","9,953","","2,640","","95,020","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43348","熊本県 美里町","","***","","***","","14,402","","***","","6,740,361","","***","","3,106","","1,718","","9,350","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43364","熊本県 玉東町","","***","","***","","2,440","","***","","3,537,772","","***","","2,008","","925","","3,481","","0.27","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43367","熊本県 南関町","","***","","***","","6,896","","***","","6,645,916","","***","","3,721","","1,940","","11,351","","0.26","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43368","熊本県 長洲町","","***","","***","","1,942","","***","","10,700,862","","***","","1,361","","901","","58,912","","0.61","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43369","熊本県 和水町","","***","","***","","9,875","","***","","7,234,721","","***","","5,638","","2,680","","50,956","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43403","熊本県 大津町","","***","","***","","9,909","","***","","16,735,071","","***","","8,271","","2,750","","144,383","","0.73","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43404","熊本県 菊陽町","","***","","***","","3,757","","***","","16,300,197","","***","","5,082","","1,890","","31,446","","0.58","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43423","熊本県 南小国町","","***","","***","","11,586","","***","","2,348,438","","***","","2,790","","1,330","","1,265","","0.16","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43424","熊本県 小国町","","***","","***","","13,700","","***","","5,543,281","","***","","3,011","","1,990","","3,702","","0.27","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43425","熊本県 産山村","","***","","***","","6,072","","***","","682,902","","***","","2,090","","1,140","","X","","0.15","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43428","熊本県 高森町","","***","","***","","17,490","","***","","4,496,865","","***","","4,353","","2,770","","2,467","","0.24","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43432","熊本県 西原村","","***","","***","","7,660","","***","","2,802,076","","***","","2,774","","1,600","","5,222","","0.28","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43433","熊本県 南阿蘇村","","***","","***","","13,793","","***","","5,480,726","","***","","5,158","","3,808","","-","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43441","熊本県 御船町","","***","","***","","9,900","","***","","10,419,057","","***","","3,450","","1,980","","9,036","","0.33","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43442","熊本県 嘉島町","","***","","***","","1,666","","***","","4,862,043","","***","","1,776","","1,060","","8,372","","0.32","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43443","熊本県 益城町","","***","","***","","6,567","","***","","19,110,316","","***","","6,266","","2,740","","39,812","","0.48","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43444","熊本県 甲佐町","","***","","***","","5,788","","***","","7,180,102","","***","","4,241","","1,540","","8,042","","0.28","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43447","熊本県 山都町","","***","","***","","54,483","","***","","10,202,677","","***","","10,406","","6,640","","14,719","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43468","熊本県 氷川町","","***","","***","","3,329","","***","","10,911,389","","***","","8,746","","1,895","","3,258","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43482","熊本県 芦北町","","***","","***","","23,347","","***","","13,262,499","","***","","5,949","","2,371","","14,274","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43484","熊本県 津奈木町","","***","","***","","3,392","","***","","2,563,350","","***","","1,187","","525","","2,272","","0.18","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43501","熊本県 錦町","","***","","***","","8,487","","***","","6,126,171","","***","","5,810","","1,880","","31,918","","0.37","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43505","熊本県 多良木町","","***","","***","","16,587","","***","","7,907,612","","***","","5,205","","1,980","","9,959","","0.30","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43506","熊本県 湯前町","","***","","***","","4,841","","***","","2,704,993","","***","","1,836","","678","","5,031","","0.20","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43507","熊本県 水上村","","***","","***","","19,211","","***","","1,338,437","","***","","797","","687","","1,236","","0.18","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43510","熊本県 相良村","","***","","***","","9,454","","***","","2,595,929","","***","","3,069","","955","","5,592","","0.21","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43511","熊本県 五木村","","***","","***","","25,294","","***","","1,236,170","","***","","375","","277","","1,320","","0.17","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43512","熊本県 山江村","","***","","***","","12,123","","***","","1,609,425","","***","","975","","645","","1,038","","0.16","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43513","熊本県 球磨村","","***","","***","","20,773","","***","","2,402,842","","***","","989","","1,060","","787","","0.15","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43514","熊本県 あさぎり町","","***","","***","","15,949","","***","","11,229,729","","***","","9,841","","3,310","","-","","-","","***","","***","","***","","***","","***","","***",""
"1988100000","1988年度","43531","熊本県 苓北町","","***","","***","","6,648","","***","","5,450,312","","***","","2,004","","988","","5,067","","0.23","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43100","熊本県 熊本市","","***","","***","","38,804","","***","","582,903,272","","***","","48,945","","15,485","","529,491","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43101","熊本県 熊本市 中央区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43102","熊本県 熊本市 東区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43103","熊本県 熊本市 西区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43104","熊本県 熊本市 南区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43105","熊本県 熊本市 北区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43202","熊本県 八代市","","***","","***","","67,902","","***","","106,059,431","","***","","44,888","","9,053","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43203","熊本県 人吉市","","***","","***","","21,077","","***","","30,327,657","","***","","4,508","","1,980","","18,048","","0.51","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43204","熊本県 荒尾市","","***","","***","","5,810","","***","","42,857,087","","***","","3,943","","1,860","","31,054","","0.46","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43205","熊本県 水俣市","","***","","***","","16,555","","***","","24,105,336","","***","","3,254","","1,400","","73,799","","0.45","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43206","熊本県 玉名市","","***","","***","","15,109","","***","","49,820,500","","***","","17,900","","7,800","","75,485","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43208","熊本県 山鹿市","","***","","***","","29,984","","***","","40,996,753","","***","","22,596","","8,660","","50,315","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43210","熊本県 菊池市","","***","","***","","27,582","","***","","31,172,917","","***","","29,416","","6,990","","59,676","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43211","熊本県 宇土市","","***","","***","","7,439","","***","","21,382,859","","***","","6,793","","2,700","","67,937","","0.39","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43212","熊本県 上天草市","","***","","***","","12,985","","***","","20,190,177","","***","","3,708","","2,205","","15,126","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43213","熊本県 宇城市","","***","","***","","18,927","","***","","39,427,682","","***","","21,169","","7,646","","65,969","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43214","熊本県 阿蘇市","","***","","***","","37,609","","***","","20,232,889","","***","","12,814","","10,160","","31,924","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43215","熊本県 天草市","","***","","***","","68,588","","***","","62,523,565","","***","","16,368","","9,831","","32,503","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43216","熊本県 合志市","","***","","***","","5,449","","***","","31,508,380","","***","","9,836","","2,670","","74,653","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43348","熊本県 美里町","","***","","***","","14,341","","***","","6,720,641","","***","","3,073","","1,724","","9,577","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43364","熊本県 玉東町","","***","","***","","2,391","","***","","3,873,017","","***","","1,902","","877","","3,211","","0.27","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43367","熊本県 南関町","","***","","***","","7,007","","***","","6,690,130","","***","","3,616","","1,940","","8,433","","0.27","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43368","熊本県 長洲町","","***","","***","","1,928","","***","","11,694,080","","***","","1,294","","908","","63,706","","0.67","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43369","熊本県 和水町","","***","","***","","9,776","","***","","7,297,468","","***","","5,353","","2,690","","42,595","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43403","熊本県 大津町","","***","","***","","9,906","","***","","16,461,044","","***","","8,117","","2,820","","132,942","","0.74","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43404","熊本県 菊陽町","","***","","***","","3,721","","***","","16,729,054","","***","","4,699","","1,910","","22,125","","0.59","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43423","熊本県 南小国町","","***","","***","","11,598","","***","","2,261,537","","***","","2,721","","1,330","","1,292","","0.16","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43424","熊本県 小国町","","***","","***","","13,672","","***","","5,723,786","","***","","2,883","","1,960","","3,398","","0.27","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43425","熊本県 産山村","","***","","***","","6,060","","***","","740,217","","***","","2,008","","1,130","","X","","0.15","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43428","熊本県 高森町","","***","","***","","17,543","","***","","4,161,589","","***","","4,277","","2,770","","2,331","","0.24","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43432","熊本県 西原村","","***","","***","","7,658","","***","","2,795,478","","***","","2,734","","1,610","","3,366","","0.28","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43433","熊本県 南阿蘇村","","***","","***","","13,790","","***","","5,891,089","","***","","4,742","","3,816","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43441","熊本県 御船町","","***","","***","","9,830","","***","","10,293,245","","***","","3,387","","2,040","","8,398","","0.34","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43442","熊本県 嘉島町","","***","","***","","1,680","","***","","5,137,795","","***","","2,025","","1,060","","7,514","","0.32","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43443","熊本県 益城町","","***","","***","","6,564","","***","","18,089,083","","***","","5,704","","2,740","","44,736","","0.49","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43444","熊本県 甲佐町","","***","","***","","5,776","","***","","7,103,264","","***","","3,976","","1,540","","7,553","","0.28","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43447","熊本県 山都町","","***","","***","","54,442","","***","","10,397,141","","***","","9,648","","6,690","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43468","熊本県 氷川町","","***","","***","","3,318","","***","","10,200,717","","***","","8,752","","1,885","","3,622","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43482","熊本県 芦北町","","***","","***","","23,461","","***","","13,230,405","","***","","6,136","","2,393","","16,542","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43484","熊本県 津奈木町","","***","","***","","3,303","","***","","2,539,822","","***","","1,579","","606","","2,059","","0.19","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43501","熊本県 錦町","","***","","***","","8,391","","***","","6,207,652","","***","","5,827","","1,890","","30,530","","0.38","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43505","熊本県 多良木町","","***","","***","","16,648","","***","","8,018,461","","***","","4,993","","1,980","","9,041","","0.30","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43506","熊本県 湯前町","","***","","***","","4,824","","***","","2,645,687","","***","","1,734","","682","","4,663","","0.21","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43507","熊本県 水上村","","***","","***","","19,250","","***","","1,349,418","","***","","792","","667","","1,226","","0.19","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43510","熊本県 相良村","","***","","***","","9,493","","***","","2,686,808","","***","","3,061","","957","","5,172","","0.21","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43511","熊本県 五木村","","***","","***","","25,205","","***","","1,372,510","","***","","395","","283","","1,098","","0.19","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43512","熊本県 山江村","","***","","***","","12,108","","***","","1,620,275","","***","","974","","634","","1,124","","0.16","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43513","熊本県 球磨村","","***","","***","","20,737","","***","","2,556,071","","***","","955","","1,050","","634","","0.16","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43514","熊本県 あさぎり町","","***","","***","","15,897","","***","","11,613,975","","***","","9,799","","3,333","","-","","-","","***","","***","","***","","***","","***","","***",""
"1987100000","1987年度","43531","熊本県 苓北町","","***","","***","","6,667","","***","","5,538,597","","***","","2,040","","1,010","","4,714","","0.23","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43100","熊本県 熊本市","","***","","***","","38,804","","***","","553,813,406","","***","","53,227","","15,607","","499,546","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43101","熊本県 熊本市 中央区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43102","熊本県 熊本市 東区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43103","熊本県 熊本市 西区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43104","熊本県 熊本市 南区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43105","熊本県 熊本市 北区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43202","熊本県 八代市","","***","","***","","67,892","","***","","97,257,146","","***","","43,089","","9,088","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43203","熊本県 人吉市","","***","","***","","21,077","","***","","29,204,312","","***","","4,861","","1,980","","17,811","","0.52","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43204","熊本県 荒尾市","","***","","***","","5,810","","***","","42,369,652","","***","","4,305","","1,890","","34,467","","0.47","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43205","熊本県 水俣市","","***","","***","","16,554","","***","","22,978,634","","***","","3,309","","1,420","","74,907","","0.45","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43206","熊本県 玉名市","","***","","***","","15,109","","***","","48,595,894","","***","","19,058","","7,820","","76,009","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43208","熊本県 山鹿市","","***","","***","","29,984","","***","","39,004,665","","***","","24,651","","8,670","","46,043","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43210","熊本県 菊池市","","***","","***","","27,582","","***","","29,415,568","","***","","30,834","","7,040","","61,856","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43211","熊本県 宇土市","","***","","***","","7,439","","***","","20,288,140","","***","","7,522","","2,710","","64,897","","0.40","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43212","熊本県 上天草市","","***","","***","","12,981","","***","","19,053,473","","***","","3,751","","2,238","","14,032","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43213","熊本県 宇城市","","***","","***","","18,927","","***","","37,813,553","","***","","23,483","","7,669","","59,975","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43214","熊本県 阿蘇市","","***","","***","","37,609","","***","","19,582,004","","***","","14,231","","10,240","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43215","熊本県 天草市","","***","","***","","68,580","","***","","59,389,762","","***","","17,850","","9,990","","31,524","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43216","熊本県 合志市","","***","","***","","5,449","","***","","29,143,064","","***","","10,441","","2,680","","99,953","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43348","熊本県 美里町","","***","","***","","14,341","","***","","6,103,057","","***","","3,263","","1,726","","7,183","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43364","熊本県 玉東町","","***","","***","","2,391","","***","","3,737,153","","***","","1,945","","827","","3,283","","0.27","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43367","熊本県 南関町","","***","","***","","7,007","","***","","6,386,210","","***","","4,004","","1,880","","8,093","","0.27","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43368","熊本県 長洲町","","***","","***","","1,928","","***","","11,899,987","","***","","1,632","","924","","89,330","","0.74","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43369","熊本県 和水町","","***","","***","","9,776","","***","","6,532,359","","***","","5,901","","2,580","","49,838","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43403","熊本県 大津町","","***","","***","","9,906","","***","","15,648,698","","***","","8,754","","2,860","","124,462","","0.71","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43404","熊本県 菊陽町","","***","","***","","3,721","","***","","15,593,156","","***","","5,124","","1,910","","24,251","","0.58","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43423","熊本県 南小国町","","***","","***","","11,598","","***","","2,114,550","","***","","2,712","","1,340","","1,273","","0.17","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43424","熊本県 小国町","","***","","***","","13,672","","***","","5,571,784","","***","","2,924","","1,930","","3,534","","0.26","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43425","熊本県 産山村","","***","","***","","6,060","","***","","737,318","","***","","2,040","","1,150","","X","","0.15","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43428","熊本県 高森町","","***","","***","","17,543","","***","","3,964,265","","***","","4,270","","2,790","","2,298","","0.23","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43432","熊本県 西原村","","***","","***","","7,658","","***","","2,593,322","","***","","2,909","","1,610","","3,432","","0.26","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43433","熊本県 南阿蘇村","","***","","***","","13,790","","***","","5,667,970","","***","","5,581","","3,779","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43441","熊本県 御船町","","***","","***","","9,830","","***","","10,156,990","","***","","3,854","","2,080","","8,232","","0.33","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43442","熊本県 嘉島町","","***","","***","","1,680","","***","","4,680,654","","***","","2,392","","1,070","","6,970","","0.31","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43443","熊本県 益城町","","***","","***","","6,564","","***","","17,177,708","","***","","5,921","","2,780","","51,938","","0.50","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43444","熊本県 甲佐町","","***","","***","","5,776","","***","","6,648,309","","***","","4,215","","1,550","","6,042","","0.28","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43447","熊本県 山都町","","***","","***","","54,442","","***","","9,755,029","","***","","10,551","","6,700","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43468","熊本県 氷川町","","***","","***","","3,318","","***","","8,701,946","","***","","8,544","","1,888","","3,490","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43482","熊本県 芦北町","","***","","***","","23,461","","***","","13,382,640","","***","","7,023","","2,384","","20,534","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43484","熊本県 津奈木町","","***","","***","","3,303","","***","","2,716,311","","***","","1,901","","603","","1,669","","0.19","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43501","熊本県 錦町","","***","","***","","8,391","","***","","5,771,033","","***","","5,988","","1,900","","36,196","","0.37","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43505","熊本県 多良木町","","***","","***","","16,648","","***","","7,615,352","","***","","5,555","","1,970","","9,073","","0.30","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43506","熊本県 湯前町","","***","","***","","4,824","","***","","2,627,863","","***","","1,930","","685","","4,978","","0.20","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43507","熊本県 水上村","","***","","***","","19,250","","***","","1,312,189","","***","","876","","653","","921","","0.20","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43510","熊本県 相良村","","***","","***","","9,493","","***","","2,484,817","","***","","3,181","","973","","3,972","","0.21","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43511","熊本県 五木村","","***","","***","","25,205","","***","","1,207,014","","***","","394","","289","","985","","0.20","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43512","熊本県 山江村","","***","","***","","12,108","","***","","1,523,702","","***","","1,083","","628","","985","","0.14","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43513","熊本県 球磨村","","***","","***","","20,737","","***","","2,448,594","","***","","1,058","","1,030","","650","","0.16","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43514","熊本県 あさぎり町","","***","","***","","15,897","","***","","10,658,217","","***","","10,450","","3,313","","-","","-","","***","","***","","***","","***","","***","","***",""
"1986100000","1986年度","43531","熊本県 苓北町","","***","","***","","6,665","","***","","5,016,151","","***","","2,014","","1,030","","4,490","","0.24","","***","","***","","***","","***","","***","","***",""
"1985100000","1985年度","43100","熊本県 熊本市","","654,348","","***","","38,803","","***","","529,267,979","","***","","53,578","","15,781","","510,799","","-","","***","","***","","10.521","","5.67","","***","","13.6",""
"1985100000","1985年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","-","","-","","***","","-",""
"1985100000","1985年度","43102","熊本県 熊本市 東区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","-","","-","","***","","-",""
"1985100000","1985年度","43103","熊本県 熊本市 西区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","-","","-","","***","","-",""
"1985100000","1985年度","43104","熊本県 熊本市 南区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","-","","-","","***","","-",""
"1985100000","1985年度","43105","熊本県 熊本市 北区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","***","","-","","-","","***","","-",""
"1985100000","1985年度","43202","熊本県 八代市","","149,421","","***","","67,892","","***","","91,568,379","","***","","40,300","","9,134","","-","","-","","***","","***","","12.514","","-0.64","","***","","6.0",""
"1985100000","1985年度","43203","熊本県 人吉市","","42,292","","***","","21,077","","***","","28,316,794","","***","","4,757","","2,040","","18,823","","0.53","","***","","***","","13.128","","0.13","","***","","21.3",""
"1985100000","1985年度","43204","熊本県 荒尾市","","62,570","","***","","5,801","","***","","41,468,044","","***","","3,898","","1,930","","35,463","","0.48","","***","","***","","14.144","","1.76","","***","","6.4",""
"1985100000","1985年度","43205","熊本県 水俣市","","36,520","","***","","16,554","","***","","23,474,545","","***","","3,473","","1,430","","78,981","","0.44","","***","","***","","15.687","","-1.70","","***","","19.2",""
"1985100000","1985年度","43206","熊本県 玉名市","","74,356","","***","","15,109","","***","","47,282,557","","***","","17,193","","7,890","","83,394","","-","","***","","***","","14.093","","2.81","","***","","5.4",""
"1985100000","1985年度","43208","熊本県 山鹿市","","63,234","","***","","29,984","","***","","37,732,730","","***","","23,823","","8,580","","47,695","","-","","***","","***","","16.546","","0.63","","***","","11.1",""
"1985100000","1985年度","43210","熊本県 菊池市","","50,831","","***","","27,582","","***","","28,798,180","","***","","30,554","","7,120","","63,790","","-","","***","","***","","15.235","","2.63","","***","","7.9",""
"1985100000","1985年度","43211","熊本県 宇土市","","33,575","","***","","7,439","","***","","19,775,136","","***","","7,142","","2,720","","71,423","","0.40","","***","","***","","13.325","","1.88","","***","","3.0",""
"1985100000","1985年度","43212","熊本県 上天草市","","39,900","","***","","12,980","","***","","17,949,341","","***","","4,087","","2,271","","15,933","","-","","***","","***","","15.872","","-1.92","","***","","2.5",""
"1985100000","1985年度","43213","熊本県 宇城市","","63,662","","***","","18,927","","***","","34,991,613","","***","","23,957","","7,700","","57,033","","-","","***","","***","","14.663","","2.00","","***","","9.4",""
"1985100000","1985年度","43214","熊本県 阿蘇市","","33,504","","***","","37,609","","***","","17,587,764","","***","","14,010","","10,250","","-","","-","","***","","***","","15.040","","-1.47","","***","","9.0",""
"1985100000","1985年度","43215","熊本県 天草市","","118,765","","***","","68,576","","***","","57,607,288","","***","","19,287","","10,099","","31,696","","-","","***","","***","","16.681","","-2.31","","***","","10.1",""
