"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2026年06月19日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","B1101","","B1106","","C120110","","C3107","","C3401","","D2201","","E2101","","E3101","","H6101","","H6103","","H6104","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","B1106_森林面積【ｈａ】","注釈","C120110_課税対象所得【千円】","注釈","C3107_耕地面積【ｈａ】","注釈","C3401_製造品出荷額等【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","H6101_小売店数（事業所・企業統計調査結果）【事業所】","注釈","H6103_大型小売店数（事業所・企業統計調査結果）【事業所】","注釈","H6104_百貨店、総合スーパー数（事業所・企業統計調査結果）【事業所】","注釈","I5101_病院数【施設】","注釈"
"1989100000","1989年度","43512","熊本県 山江村","","12,123","","***","","1,741,140","","657","","1,153","","0.15","","2","","1","","***","","***","","***","","***",""
"1989100000","1989年度","43513","熊本県 球磨村","","20,773","","***","","2,752,870","","1,060","","832","","0.14","","10","","1","","***","","***","","***","","***",""
"1989100000","1989年度","43514","熊本県 あさぎり町","","15,949","","***","","11,549,588","","3,342","","-","","-","","6","","5","","***","","***","","***","","***",""
"1989100000","1989年度","43531","熊本県 苓北町","","6,648","","***","","5,776,582","","933","","5,520","","0.22","","6","","3","","***","","***","","***","","***",""
"1988100000","1988年度","43100","熊本県 熊本市","","38,849","","***","","613,676,147","","15,351","","605,689","","-","","91","","44","","***","","***","","***","","***",""
"1988100000","1988年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1988100000","1988年度","43102","熊本県 熊本市 東区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1988100000","1988年度","43103","熊本県 熊本市 西区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1988100000","1988年度","43104","熊本県 熊本市 南区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1988100000","1988年度","43105","熊本県 熊本市 北区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1988100000","1988年度","43202","熊本県 八代市","","67,967","","***","","112,726,369","","9,015","","185,250","","-","","49","","15","","***","","***","","***","","***",""
"1988100000","1988年度","43203","熊本県 人吉市","","21,052","","***","","30,746,080","","1,980","","18,194","","0.50","","10","","4","","***","","***","","***","","***",""
"1988100000","1988年度","43204","熊本県 荒尾市","","5,715","","***","","42,136,702","","1,820","","34,761","","0.44","","12","","5","","***","","***","","***","","***",""
"1988100000","1988年度","43205","熊本県 水俣市","","16,203","","***","","24,608,810","","1,410","","72,154","","0.45","","14","","9","","***","","***","","***","","***",""
"1988100000","1988年度","43206","熊本県 玉名市","","15,253","","***","","48,456,813","","7,840","","82,652","","-","","21","","6","","***","","***","","***","","***",""
"1988100000","1988年度","43208","熊本県 山鹿市","","29,968","","***","","40,105,266","","8,530","","57,867","","-","","22","","6","","***","","***","","***","","***",""
"1988100000","1988年度","43210","熊本県 菊池市","","27,665","","***","","31,486,504","","6,970","","63,210","","-","","15","","6","","***","","***","","***","","***",""
"1988100000","1988年度","43211","熊本県 宇土市","","7,406","","***","","22,185,632","","2,660","","75,624","","0.39","","7","","3","","***","","***","","***","","***",""
"1988100000","1988年度","43212","熊本県 上天草市","","12,576","","***","","20,592,032","","2,156","","17,893","","-","","18","","9","","***","","***","","***","","***",""
"1988100000","1988年度","43213","熊本県 宇城市","","18,845","","***","","40,756,017","","7,616","","60,085","","-","","17","","6","","***","","***","","***","","***",""
"1988100000","1988年度","43214","熊本県 阿蘇市","","37,625","","***","","19,277,769","","10,130","","36,148","","-","","17","","4","","***","","***","","***","","***",""
"1988100000","1988年度","43215","熊本県 天草市","","68,186","","***","","63,979,505","","9,583","","34,529","","-","","64","","28","","***","","***","","***","","***",""
"1988100000","1988年度","43216","熊本県 合志市","","5,317","","***","","33,061,121","","2,640","","95,020","","-","","8","","4","","***","","***","","***","","***",""
"1988100000","1988年度","43348","熊本県 美里町","","14,402","","***","","6,740,361","","1,718","","9,350","","-","","6","","2","","***","","***","","***","","***",""
"1988100000","1988年度","43364","熊本県 玉東町","","2,440","","***","","3,537,772","","925","","3,481","","0.27","","2","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43367","熊本県 南関町","","6,896","","***","","6,645,916","","1,940","","11,351","","0.26","","4","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43368","熊本県 長洲町","","1,942","","***","","10,700,862","","901","","58,912","","0.61","","4","","2","","***","","***","","***","","***",""
"1988100000","1988年度","43369","熊本県 和水町","","9,875","","***","","7,234,721","","2,680","","50,956","","-","","8","","2","","***","","***","","***","","***",""
"1988100000","1988年度","43403","熊本県 大津町","","9,909","","***","","16,735,071","","2,750","","144,383","","0.73","","7","","2","","***","","***","","***","","***",""
"1988100000","1988年度","43404","熊本県 菊陽町","","3,757","","***","","16,300,197","","1,890","","31,446","","0.58","","6","","2","","***","","***","","***","","***",""
"1988100000","1988年度","43423","熊本県 南小国町","","11,586","","***","","2,348,438","","1,330","","1,265","","0.16","","5","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43424","熊本県 小国町","","13,700","","***","","5,543,281","","1,990","","3,702","","0.27","","6","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43425","熊本県 産山村","","6,072","","***","","682,902","","1,140","","X","","0.15","","2","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43428","熊本県 高森町","","17,490","","***","","4,496,865","","2,770","","2,467","","0.24","","8","","3","","***","","***","","***","","***",""
"1988100000","1988年度","43432","熊本県 西原村","","7,660","","***","","2,802,076","","1,600","","5,222","","0.28","","2","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43433","熊本県 南阿蘇村","","13,793","","***","","5,480,726","","3,808","","-","","-","","7","","3","","***","","***","","***","","***",""
"1988100000","1988年度","43441","熊本県 御船町","","9,900","","***","","10,419,057","","1,980","","9,036","","0.33","","10","","3","","***","","***","","***","","***",""
"1988100000","1988年度","43442","熊本県 嘉島町","","1,666","","***","","4,862,043","","1,060","","8,372","","0.32","","2","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43443","熊本県 益城町","","6,567","","***","","19,110,316","","2,740","","39,812","","0.48","","5","","3","","***","","***","","***","","***",""
"1988100000","1988年度","43444","熊本県 甲佐町","","5,788","","***","","7,180,102","","1,540","","8,042","","0.28","","5","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43447","熊本県 山都町","","54,483","","***","","10,202,677","","6,640","","14,719","","-","","29","","8","","***","","***","","***","","***",""
"1988100000","1988年度","43468","熊本県 氷川町","","3,329","","***","","10,911,389","","1,895","","3,258","","-","","3","","2","","***","","***","","***","","***",""
"1988100000","1988年度","43482","熊本県 芦北町","","23,347","","***","","13,262,499","","2,371","","14,274","","-","","21","","5","","***","","***","","***","","***",""
"1988100000","1988年度","43484","熊本県 津奈木町","","3,392","","***","","2,563,350","","525","","2,272","","0.18","","3","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43501","熊本県 錦町","","8,487","","***","","6,126,171","","1,880","","31,918","","0.37","","3","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43505","熊本県 多良木町","","16,587","","***","","7,907,612","","1,980","","9,959","","0.30","","7","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43506","熊本県 湯前町","","4,841","","***","","2,704,993","","678","","5,031","","0.20","","1","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43507","熊本県 水上村","","19,211","","***","","1,338,437","","687","","1,236","","0.18","","4","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43510","熊本県 相良村","","9,454","","***","","2,595,929","","955","","5,592","","0.21","","5","","2","","***","","***","","***","","***",""
"1988100000","1988年度","43511","熊本県 五木村","","25,294","","***","","1,236,170","","277","","1,320","","0.17","","9","","7","","***","","***","","***","","***",""
"1988100000","1988年度","43512","熊本県 山江村","","12,123","","***","","1,609,425","","645","","1,038","","0.16","","2","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43513","熊本県 球磨村","","20,773","","***","","2,402,842","","1,060","","787","","0.15","","10","","1","","***","","***","","***","","***",""
"1988100000","1988年度","43514","熊本県 あさぎり町","","15,949","","***","","11,229,729","","3,310","","-","","-","","6","","5","","***","","***","","***","","***",""
"1988100000","1988年度","43531","熊本県 苓北町","","6,648","","***","","5,450,312","","988","","5,067","","0.23","","6","","3","","***","","***","","***","","***",""
"1987100000","1987年度","43100","熊本県 熊本市","","38,804","","***","","582,903,272","","15,485","","529,491","","-","","91","","44","","***","","***","","***","","***",""
"1987100000","1987年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1987100000","1987年度","43102","熊本県 熊本市 東区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1987100000","1987年度","43103","熊本県 熊本市 西区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1987100000","1987年度","43104","熊本県 熊本市 南区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1987100000","1987年度","43105","熊本県 熊本市 北区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1987100000","1987年度","43202","熊本県 八代市","","67,902","","***","","106,059,431","","9,053","","-","","-","","49","","15","","***","","***","","***","","***",""
"1987100000","1987年度","43203","熊本県 人吉市","","21,077","","***","","30,327,657","","1,980","","18,048","","0.51","","10","","4","","***","","***","","***","","***",""
"1987100000","1987年度","43204","熊本県 荒尾市","","5,810","","***","","42,857,087","","1,860","","31,054","","0.46","","12","","5","","***","","***","","***","","***",""
"1987100000","1987年度","43205","熊本県 水俣市","","16,555","","***","","24,105,336","","1,400","","73,799","","0.45","","14","","9","","***","","***","","***","","***",""
"1987100000","1987年度","43206","熊本県 玉名市","","15,109","","***","","49,820,500","","7,800","","75,485","","-","","21","","6","","***","","***","","***","","***",""
"1987100000","1987年度","43208","熊本県 山鹿市","","29,984","","***","","40,996,753","","8,660","","50,315","","-","","22","","6","","***","","***","","***","","***",""
"1987100000","1987年度","43210","熊本県 菊池市","","27,582","","***","","31,172,917","","6,990","","59,676","","-","","15","","6","","***","","***","","***","","***",""
"1987100000","1987年度","43211","熊本県 宇土市","","7,439","","***","","21,382,859","","2,700","","67,937","","0.39","","7","","3","","***","","***","","***","","***",""
"1987100000","1987年度","43212","熊本県 上天草市","","12,985","","***","","20,190,177","","2,205","","15,126","","-","","18","","9","","***","","***","","***","","***",""
"1987100000","1987年度","43213","熊本県 宇城市","","18,927","","***","","39,427,682","","7,646","","65,969","","-","","17","","6","","***","","***","","***","","***",""
"1987100000","1987年度","43214","熊本県 阿蘇市","","37,609","","***","","20,232,889","","10,160","","31,924","","-","","17","","4","","***","","***","","***","","***",""
"1987100000","1987年度","43215","熊本県 天草市","","68,588","","***","","62,523,565","","9,831","","32,503","","-","","65","","28","","***","","***","","***","","***",""
"1987100000","1987年度","43216","熊本県 合志市","","5,449","","***","","31,508,380","","2,670","","74,653","","-","","8","","4","","***","","***","","***","","***",""
"1987100000","1987年度","43348","熊本県 美里町","","14,341","","***","","6,720,641","","1,724","","9,577","","-","","6","","2","","***","","***","","***","","***",""
"1987100000","1987年度","43364","熊本県 玉東町","","2,391","","***","","3,873,017","","877","","3,211","","0.27","","2","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43367","熊本県 南関町","","7,007","","***","","6,690,130","","1,940","","8,433","","0.27","","4","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43368","熊本県 長洲町","","1,928","","***","","11,694,080","","908","","63,706","","0.67","","4","","2","","***","","***","","***","","***",""
"1987100000","1987年度","43369","熊本県 和水町","","9,776","","***","","7,297,468","","2,690","","42,595","","-","","8","","2","","***","","***","","***","","***",""
"1987100000","1987年度","43403","熊本県 大津町","","9,906","","***","","16,461,044","","2,820","","132,942","","0.74","","7","","2","","***","","***","","***","","***",""
"1987100000","1987年度","43404","熊本県 菊陽町","","3,721","","***","","16,729,054","","1,910","","22,125","","0.59","","6","","2","","***","","***","","***","","***",""
"1987100000","1987年度","43423","熊本県 南小国町","","11,598","","***","","2,261,537","","1,330","","1,292","","0.16","","5","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43424","熊本県 小国町","","13,672","","***","","5,723,786","","1,960","","3,398","","0.27","","6","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43425","熊本県 産山村","","6,060","","***","","740,217","","1,130","","X","","0.15","","2","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43428","熊本県 高森町","","17,543","","***","","4,161,589","","2,770","","2,331","","0.24","","8","","3","","***","","***","","***","","***",""
"1987100000","1987年度","43432","熊本県 西原村","","7,658","","***","","2,795,478","","1,610","","3,366","","0.28","","2","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43433","熊本県 南阿蘇村","","13,790","","***","","5,891,089","","3,816","","-","","-","","7","","3","","***","","***","","***","","***",""
"1987100000","1987年度","43441","熊本県 御船町","","9,830","","***","","10,293,245","","2,040","","8,398","","0.34","","10","","3","","***","","***","","***","","***",""
"1987100000","1987年度","43442","熊本県 嘉島町","","1,680","","***","","5,137,795","","1,060","","7,514","","0.32","","2","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43443","熊本県 益城町","","6,564","","***","","18,089,083","","2,740","","44,736","","0.49","","5","","3","","***","","***","","***","","***",""
"1987100000","1987年度","43444","熊本県 甲佐町","","5,776","","***","","7,103,264","","1,540","","7,553","","0.28","","5","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43447","熊本県 山都町","","54,442","","***","","10,397,141","","6,690","","-","","-","","29","","8","","***","","***","","***","","***",""
"1987100000","1987年度","43468","熊本県 氷川町","","3,318","","***","","10,200,717","","1,885","","3,622","","-","","3","","2","","***","","***","","***","","***",""
"1987100000","1987年度","43482","熊本県 芦北町","","23,461","","***","","13,230,405","","2,393","","16,542","","-","","21","","5","","***","","***","","***","","***",""
"1987100000","1987年度","43484","熊本県 津奈木町","","3,303","","***","","2,539,822","","606","","2,059","","0.19","","3","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43501","熊本県 錦町","","8,391","","***","","6,207,652","","1,890","","30,530","","0.38","","3","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43505","熊本県 多良木町","","16,648","","***","","8,018,461","","1,980","","9,041","","0.30","","7","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43506","熊本県 湯前町","","4,824","","***","","2,645,687","","682","","4,663","","0.21","","1","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43507","熊本県 水上村","","19,250","","***","","1,349,418","","667","","1,226","","0.19","","4","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43510","熊本県 相良村","","9,493","","***","","2,686,808","","957","","5,172","","0.21","","5","","2","","***","","***","","***","","***",""
"1987100000","1987年度","43511","熊本県 五木村","","25,205","","***","","1,372,510","","283","","1,098","","0.19","","9","","7","","***","","***","","***","","***",""
"1987100000","1987年度","43512","熊本県 山江村","","12,108","","***","","1,620,275","","634","","1,124","","0.16","","5","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43513","熊本県 球磨村","","20,737","","***","","2,556,071","","1,050","","634","","0.16","","10","","1","","***","","***","","***","","***",""
"1987100000","1987年度","43514","熊本県 あさぎり町","","15,897","","***","","11,613,975","","3,333","","-","","-","","6","","5","","***","","***","","***","","***",""
"1987100000","1987年度","43531","熊本県 苓北町","","6,667","","***","","5,538,597","","1,010","","4,714","","0.23","","6","","3","","***","","***","","***","","***",""
"1986100000","1986年度","43100","熊本県 熊本市","","38,804","","***","","553,813,406","","15,607","","499,546","","-","","91","","43","","9,735","","76","","18","","***",""
"1986100000","1986年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","-","","-","","-","","-","","-","","-","","-","","-","","***",""
"1986100000","1986年度","43102","熊本県 熊本市 東区","","-","","***","","-","","-","","-","","-","","-","","-","","-","","-","","-","","***",""
"1986100000","1986年度","43103","熊本県 熊本市 西区","","-","","***","","-","","-","","-","","-","","-","","-","","-","","-","","-","","***",""
"1986100000","1986年度","43104","熊本県 熊本市 南区","","-","","***","","-","","-","","-","","-","","-","","-","","-","","-","","-","","***",""
"1986100000","1986年度","43105","熊本県 熊本市 北区","","-","","***","","-","","-","","-","","-","","-","","-","","-","","-","","-","","***",""
"1986100000","1986年度","43202","熊本県 八代市","","67,892","","***","","97,257,146","","9,088","","-","","-","","49","","15","","2,538","","6","","5","","***",""
"1986100000","1986年度","43203","熊本県 人吉市","","21,077","","***","","29,204,312","","1,980","","17,811","","0.52","","10","","4","","797","","2","","2","","***",""
"1986100000","1986年度","43204","熊本県 荒尾市","","5,810","","***","","42,369,652","","1,890","","34,467","","0.47","","12","","5","","750","","2","","1","","***",""
"1986100000","1986年度","43205","熊本県 水俣市","","16,554","","***","","22,978,634","","1,420","","74,907","","0.45","","14","","9","","560","","2","","2","","***",""
"1986100000","1986年度","43206","熊本県 玉名市","","15,109","","***","","48,595,894","","7,820","","76,009","","-","","21","","6","","1,210","","3","","2","","***",""
"1986100000","1986年度","43208","熊本県 山鹿市","","29,984","","***","","39,004,665","","8,670","","46,043","","-","","22","","6","","1,030","","2","","1","","***",""
"1986100000","1986年度","43210","熊本県 菊池市","","27,582","","***","","29,415,568","","7,040","","61,856","","-","","15","","6","","751","","3","","1","","***",""
"1986100000","1986年度","43211","熊本県 宇土市","","7,439","","***","","20,288,140","","2,710","","64,897","","0.40","","6","","3","","521","","1","","1","","***",""
"1986100000","1986年度","43212","熊本県 上天草市","","12,981","","***","","19,053,473","","2,238","","14,032","","-","","18","","9","","732","","0","","0","","***",""
"1986100000","1986年度","43213","熊本県 宇城市","","18,927","","***","","37,813,553","","7,669","","59,975","","-","","17","","6","","1,018","","1","","1","","***",""
"1986100000","1986年度","43214","熊本県 阿蘇市","","37,609","","***","","19,582,004","","10,240","","-","","-","","17","","4","","611","","0","","0","","***",""
"1986100000","1986年度","43215","熊本県 天草市","","68,580","","***","","59,389,762","","9,990","","31,524","","-","","65","","28","","2,196","","3","","2","","***",""
"1986100000","1986年度","43216","熊本県 合志市","","5,449","","***","","29,143,064","","2,680","","99,953","","-","","8","","4","","284","","0","","0","","***",""
"1986100000","1986年度","43348","熊本県 美里町","","14,341","","***","","6,103,057","","1,726","","7,183","","-","","6","","2","","259","","0","","0","","***",""
"1986100000","1986年度","43364","熊本県 玉東町","","2,391","","***","","3,737,153","","827","","3,283","","0.27","","2","","1","","67","","0","","0","","***",""
"1986100000","1986年度","43367","熊本県 南関町","","7,007","","***","","6,386,210","","1,880","","8,093","","0.27","","4","","1","","179","","0","","0","","***",""
"1986100000","1986年度","43368","熊本県 長洲町","","1,928","","***","","11,899,987","","924","","89,330","","0.74","","4","","2","","265","","2","","0","","***",""
"1986100000","1986年度","43369","熊本県 和水町","","9,776","","***","","6,532,359","","2,580","","49,838","","-","","8","","2","","183","","0","","0","","***",""
"1986100000","1986年度","43403","熊本県 大津町","","9,906","","***","","15,648,698","","2,860","","124,462","","0.71","","7","","2","","319","","0","","0","","***",""
"1986100000","1986年度","43404","熊本県 菊陽町","","3,721","","***","","15,593,156","","1,910","","24,251","","0.58","","6","","2","","185","","0","","0","","***",""
"1986100000","1986年度","43423","熊本県 南小国町","","11,598","","***","","2,114,550","","1,340","","1,273","","0.17","","5","","1","","87","","0","","0","","***",""
"1986100000","1986年度","43424","熊本県 小国町","","13,672","","***","","5,571,784","","1,930","","3,534","","0.26","","6","","1","","213","","0","","0","","***",""
"1986100000","1986年度","43425","熊本県 産山村","","6,060","","***","","737,318","","1,150","","X","","0.15","","2","","1","","21","","0","","0","","***",""
"1986100000","1986年度","43428","熊本県 高森町","","17,543","","***","","3,964,265","","2,790","","2,298","","0.23","","8","","5","","160","","0","","0","","***",""
"1986100000","1986年度","43432","熊本県 西原村","","7,658","","***","","2,593,322","","1,610","","3,432","","0.26","","2","","1","","56","","0","","0","","***",""
"1986100000","1986年度","43433","熊本県 南阿蘇村","","13,790","","***","","5,667,970","","3,779","","-","","-","","7","","3","","195","","0","","0","","***",""
"1986100000","1986年度","43441","熊本県 御船町","","9,830","","***","","10,156,990","","2,080","","8,232","","0.33","","10","","3","","259","","1","","1","","***",""
"1986100000","1986年度","43442","熊本県 嘉島町","","1,680","","***","","4,680,654","","1,070","","6,970","","0.31","","2","","1","","100","","0","","0","","***",""
"1986100000","1986年度","43443","熊本県 益城町","","6,564","","***","","17,177,708","","2,780","","51,938","","0.50","","5","","3","","257","","1","","1","","***",""
"1986100000","1986年度","43444","熊本県 甲佐町","","5,776","","***","","6,648,309","","1,550","","6,042","","0.28","","5","","1","","216","","0","","0","","***",""
"1986100000","1986年度","43447","熊本県 山都町","","54,442","","***","","9,755,029","","6,700","","-","","-","","29","","8","","451","","0","","0","","***",""
"1986100000","1986年度","43468","熊本県 氷川町","","3,318","","***","","8,701,946","","1,888","","3,490","","-","","3","","2","","192","","0","","0","","***",""
"1986100000","1986年度","43482","熊本県 芦北町","","23,461","","***","","13,382,640","","2,384","","20,534","","-","","21","","5","","385","","0","","0","","***",""
"1986100000","1986年度","43484","熊本県 津奈木町","","3,303","","***","","2,716,311","","603","","1,669","","0.19","","3","","1","","78","","0","","0","","***",""
"1986100000","1986年度","43501","熊本県 錦町","","8,391","","***","","5,771,033","","1,900","","36,196","","0.37","","3","","1","","121","","0","","0","","***",""
"1986100000","1986年度","43505","熊本県 多良木町","","16,648","","***","","7,615,352","","1,970","","9,073","","0.30","","7","","1","","223","","0","","0","","***",""
"1986100000","1986年度","43506","熊本県 湯前町","","4,824","","***","","2,627,863","","685","","4,978","","0.20","","1","","1","","103","","0","","0","","***",""
"1986100000","1986年度","43507","熊本県 水上村","","19,250","","***","","1,312,189","","653","","921","","0.20","","4","","1","","51","","0","","0","","***",""
"1986100000","1986年度","43510","熊本県 相良村","","9,493","","***","","2,484,817","","973","","3,972","","0.21","","5","","2","","60","","0","","0","","***",""
"1986100000","1986年度","43511","熊本県 五木村","","25,205","","***","","1,207,014","","289","","985","","0.20","","9","","7","","34","","0","","0","","***",""
"1986100000","1986年度","43512","熊本県 山江村","","12,108","","***","","1,523,702","","628","","985","","0.14","","5","","1","","32","","0","","0","","***",""
"1986100000","1986年度","43513","熊本県 球磨村","","20,737","","***","","2,448,594","","1,030","","650","","0.16","","10","","1","","85","","0","","0","","***",""
"1986100000","1986年度","43514","熊本県 あさぎり町","","15,897","","***","","10,658,217","","3,313","","-","","-","","6","","5","","262","","1","","1","","***",""
"1986100000","1986年度","43531","熊本県 苓北町","","6,665","","***","","5,016,151","","1,030","","4,490","","0.24","","6","","3","","196","","0","","0","","***",""
"1985100000","1985年度","43100","熊本県 熊本市","","38,803","","***","","529,267,979","","15,781","","510,799","","-","","90","","44","","***","","***","","***","","***",""
"1985100000","1985年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1985100000","1985年度","43102","熊本県 熊本市 東区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1985100000","1985年度","43103","熊本県 熊本市 西区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1985100000","1985年度","43104","熊本県 熊本市 南区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1985100000","1985年度","43105","熊本県 熊本市 北区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","***",""
"1985100000","1985年度","43202","熊本県 八代市","","67,892","","***","","91,568,379","","9,134","","-","","-","","49","","16","","***","","***","","***","","***",""
"1985100000","1985年度","43203","熊本県 人吉市","","21,077","","***","","28,316,794","","2,040","","18,823","","0.53","","10","","4","","***","","***","","***","","***",""
"1985100000","1985年度","43204","熊本県 荒尾市","","5,801","","***","","41,468,044","","1,930","","35,463","","0.48","","12","","5","","***","","***","","***","","***",""
"1985100000","1985年度","43205","熊本県 水俣市","","16,554","","***","","23,474,545","","1,430","","78,981","","0.44","","14","","9","","***","","***","","***","","***",""
"1985100000","1985年度","43206","熊本県 玉名市","","15,109","","***","","47,282,557","","7,890","","83,394","","-","","21","","6","","***","","***","","***","","***",""
"1985100000","1985年度","43208","熊本県 山鹿市","","29,984","","***","","37,732,730","","8,580","","47,695","","-","","22","","6","","***","","***","","***","","***",""
"1985100000","1985年度","43210","熊本県 菊池市","","27,582","","***","","28,798,180","","7,120","","63,790","","-","","15","","6","","***","","***","","***","","***",""
"1985100000","1985年度","43211","熊本県 宇土市","","7,439","","***","","19,775,136","","2,720","","71,423","","0.40","","6","","3","","***","","***","","***","","***",""
"1985100000","1985年度","43212","熊本県 上天草市","","12,980","","***","","17,949,341","","2,271","","15,933","","-","","18","","9","","***","","***","","***","","***",""
"1985100000","1985年度","43213","熊本県 宇城市","","18,927","","***","","34,991,613","","7,700","","57,033","","-","","17","","6","","***","","***","","***","","***",""
"1985100000","1985年度","43214","熊本県 阿蘇市","","37,609","","***","","17,587,764","","10,250","","-","","-","","17","","4","","***","","***","","***","","***",""
"1985100000","1985年度","43215","熊本県 天草市","","68,576","","***","","57,607,288","","10,099","","31,696","","-","","66","","28","","***","","***","","***","","***",""
"1985100000","1985年度","43216","熊本県 合志市","","5,449","","***","","26,754,078","","2,690","","106,189","","-","","8","","4","","***","","***","","***","","***",""
"1985100000","1985年度","43348","熊本県 美里町","","14,341","","***","","5,896,698","","1,732","","5,943","","-","","6","","2","","***","","***","","***","","***",""
"1985100000","1985年度","43364","熊本県 玉東町","","2,391","","***","","4,030,682","","827","","3,572","","0.25","","2","","1","","***","","***","","***","","***",""
"1985100000","1985年度","43367","熊本県 南関町","","7,007","","***","","6,197,654","","1,890","","9,598","","0.26","","4","","2","","***","","***","","***","","***",""
"1985100000","1985年度","43368","熊本県 長洲町","","1,928","","***","","11,669,265","","928","","108,514","","0.79","","4","","2","","***","","***","","***","","***",""
"1985100000","1985年度","43369","熊本県 和水町","","9,776","","***","","6,400,147","","2,600","","40,081","","-","","8","","2","","***","","***","","***","","***",""
"1985100000","1985年度","43403","熊本県 大津町","","9,906","","***","","14,411,411","","2,930","","149,242","","0.67","","7","","2","","***","","***","","***","","***",""
"1985100000","1985年度","43404","熊本県 菊陽町","","3,721","","***","","14,337,059","","1,850","","26,031","","0.54","","6","","2","","***","","***","","***","","***",""
"1985100000","1985年度","43423","熊本県 南小国町","","11,598","","***","","2,060,111","","1,340","","1,243","","0.17","","5","","1","","***","","***","","***","","***",""
"1985100000","1985年度","43424","熊本県 小国町","","13,672","","***","","5,224,978","","1,920","","3,371","","0.26","","6","","1","","***","","***","","***","","***",""
"1985100000","1985年度","43425","熊本県 産山村","","6,060","","***","","770,548","","1,150","","X","","0.14","","2","","1","","***","","***","","***","","***",""
"1985100000","1985年度","43428","熊本県 高森町","","17,543","","***","","3,721,050","","2,720","","2,440","","0.23","","8","","5","","***","","***","","***","","***",""
"1985100000","1985年度","43432","熊本県 西原村","","7,658","","***","","2,413,600","","1,620","","2,828","","0.25","","2","","1","","***","","***","","***","","***",""
"1985100000","1985年度","43433","熊本県 南阿蘇村","","13,790","","***","","5,118,954","","3,749","","-","","-","","7","","3","","***","","***","","***","","***",""
"1985100000","1985年度","43441","熊本県 御船町","","9,830","","***","","9,481,162","","2,110","","8,509","","0.33","","10","","3","","***","","***","","***","","***",""
"1985100000","1985年度","43442","熊本県 嘉島町","","1,680","","***","","4,552,880","","1,070","","6,859","","0.30","","2","","1","","***","","***","","***","","***",""
